trade_index,candle,price_indexed,fee_bps,fee_ab_bps,fee_ba_bps
328,1097,1.1158866118536133,34.93,24.76,35.24
329,1103,1.1198132948677155,35.24,24.59,35.41
330,1105,1.1260669762692683,35.41,24.32,35.68
331,1106,1.1316780498613341,35.68,24.08,35.92
332,1107,1.1370290896476536,35.92,23.85,36.15
333,1111,1.1414521476797344,36.15,23.66,36.34
334,1112,1.1450274507214675,36.34,23.51,36.49
335,1113,1.1480777998032068,36.49,23.38,36.62
336,1114,1.1511702908541208,36.62,23.25,36.75
337,1125,1.1411613193859405,23.25,23.38,36.62
338,1127,1.1520559665102679,36.62,23.21,36.79
339,1128,1.1583877567265273,36.79,22.94,37.06
340,1132,1.147415602628745,22.94,23.11,36.89
341,1133,1.1450407601096673,23.11,23.21,36.79
342,1135,1.1418907542463674,23.21,23.34,36.66
343,1138,1.139559877420029,23.34,23.44,36.56
344,1156,1.1370095221991208,23.44,23.55,36.45
345,1163,1.1333494796521821,23.55,23.71,36.29
346,1165,1.1253746491398078,23.71,24.06,35.94
347,1179,1.1228846502151248,24.06,24.16,35.84
348,1182,1.108321905272108,24.16,24.81,35.19
349,1183,1.1175483694439046,35.19,24.7,35.3
350,1187,1.1205815462578048,35.3,24.57,35.43
351,1196,1.111920274098516,24.57,24.65,35.35
352,1200,1.1078334006131236,24.65,24.83,35.17
353,1206,1.1166088933281468,35.17,24.74,35.26
354,1213,1.1226148292425477,35.26,24.48,35.52
355,1225,1.1269228891219505,35.52,24.29,35.71
356,1232,1.1289237700913084,35.71,24.21,35.79
357,1237,1.1187454755188588,24.21,24.36,35.64
358,1238,1.116359776359233,24.36,24.46,35.54
359,1242,1.113585285521386,24.46,24.58,35.42
360,1245,1.110581081372994,24.58,24.71,35.29
361,1246,1.1077450802621787,24.71,24.83,35.17
362,1261,1.120500087925652,35.17,24.56,35.44
363,1272,1.123092806478789,35.44,24.45,35.55
364,1275,1.125499245787101,35.55,24.35,35.65
365,1278,1.1317025039755189,35.65,24.08,35.92
366,1296,1.1229111463389518,24.08,24.17,35.83
367,1307,1.1191051454800387,24.17,24.33,35.67
368,1309,1.1162196725679863,24.33,24.45,35.55
369,1325,1.1251056270631,35.55,24.36,35.64
370,1327,1.1315508743902565,35.64,24.08,35.92
371,1328,1.1343161316078578,35.92,23.96,36.04
372,1333,1.1394532465716036,36.04,23.74,36.26
373,1334,1.1432329282078348,36.26,23.58,36.42
374,1338,1.145774603017281,36.42,23.47,36.53
375,1339,1.1478780614175217,36.53,23.38,36.62
376,1341,1.151339866540404,36.62,23.23,36.77
377,1359,1.1416732579840356,23.23,23.35,36.65
378,1368,1.1360338093529736,23.35,23.59,36.41
379,1379,1.1339531219501755,23.59,23.68,36.32
380,1390,1.1310231163900706,23.68,23.8,36.2
381,1391,1.1272902734907093,23.8,23.96,36.04
382,1395,1.1238149188652748,23.96,24.11,35.89
383,1422,1.1334379749347137,35.89,23.99,36.01
384,1432,1.1387968685162413,36.01,23.76,36.24
385,1433,1.1433109934992747,36.24,23.57,36.43
