minute,kappa_3_usdt_per_min,kappa_1_usdt_per_min,kappa_0.3_usdt_per_min,kappa_0.1_usdt_per_min,kappa_0.03_usdt_per_min
314,30144.995890862145,10048.331963620714,3014.499589086214,1004.8331963620715,301.44995890862145
315,30017.596889825727,10005.865629941909,3001.7596889825727,1000.5865629941909,300.1759688982573
316,29817.285237582993,9939.09507919433,2981.7285237582996,993.9095079194332,298.17285237582996
317,29540.285290047414,9846.761763349137,2954.0285290047414,984.6761763349137,295.40285290047416
318,29295.01460830152,9765.00486943384,2929.501460830152,976.500486943384,292.95014608301517
319,29122.872635634852,9707.624211878285,2912.2872635634853,970.7624211878284,291.22872635634855
320,28902.67526173665,9634.22508724555,2890.267526173665,963.422508724555,289.0267526173665
321,29074.626017123544,9691.542005707848,2907.462601712354,969.1542005707847,290.7462601712354
322,29381.437423988613,9793.812474662871,2938.1437423988614,979.3812474662872,293.81437423988615
323,29788.71029923271,9929.570099744236,2978.871029923271,992.9570099744237,297.88710299232713
324,30098.417538336475,10032.805846112158,3009.8417538336475,1003.2805846112159,300.98417538336474
325,30346.320087473327,10115.440029157775,3034.6320087473323,1011.5440029157775,303.4632008747333
326,30034.190369739776,10011.396789913259,3003.4190369739777,1001.1396789913259,300.34190369739775
327,29812.38194770215,9937.46064923405,2981.2381947702147,993.746064923405,298.12381947702147
328,29586.757862206436,9862.252620735479,2958.6757862206437,986.2252620735478,295.86757862206434
329,29482.811393173724,9827.603797724574,2948.2811393173724,982.7603797724574,294.8281139317372
330,29489.780248069444,9829.926749356482,2948.9780248069446,982.9926749356482,294.89780248069445
331,29482.48472964093,9827.49490988031,2948.2484729640933,982.7494909880311,294.8248472964093
332,29264.748643418174,9754.916214472725,2926.4748643418175,975.4916214472725,292.6474864341817
333,29196.718304144782,9732.239434714927,2919.6718304144783,973.2239434714927,291.9671830414478
334,29184.979991634136,9728.326663878044,2918.4979991634136,972.8326663878045,291.84979991634134
335,29227.271469563035,9742.423823187679,2922.7271469563034,974.2423823187678,292.2727146956303
336,29477.19086491762,9825.730288305873,2947.7190864917616,982.5730288305873,294.77190864917617
337,29806.630652344997,9935.543550781666,2980.6630652344998,993.5543550781665,298.06630652344995
338,29984.247439586736,9994.749146528911,2998.4247439586734,999.4749146528911,299.8424743958673
339,30355.956366917053,10118.652122305684,3035.5956366917053,1011.8652122305684,303.55956366917053
340,30680.771039542782,10226.923679847594,3068.0771039542783,1022.6923679847594,306.8077103954278
341,30631.01816064193,10210.339386880643,3063.101816064193,1021.0339386880643,306.3101816064193
342,30476.472683952765,10158.824227984254,3047.6472683952766,1015.8824227984254,304.7647268395276
343,30327.26035444467,10109.086784814888,3032.7260354444666,1010.9086784814889,303.27260354444667
344,30191.287662876257,10063.762554292087,3019.1287662876257,1006.3762554292086,301.9128766287626
345,30038.21900113644,10012.73966704548,3003.821900113644,1001.273966704548,300.3821900113644
346,29816.11076819696,9938.703589398987,2981.611076819696,993.8703589398987,298.1611076819696
347,29670.972630393157,9890.324210131052,2967.0972630393153,989.0324210131051,296.7097263039316
348,29525.847200756383,9841.949066918794,2952.5847200756384,984.1949066918794,295.25847200756385
349,29593.253499317078,9864.417833105692,2959.3253499317075,986.4417833105692,295.93253499317075
350,29182.34072846734,9727.446909489114,2918.2340728467343,972.7446909489114,291.8234072846734
351,29755.89550533828,9918.63183511276,2975.589550533828,991.863183511276,297.5589550533828
352,30196.245680935805,10065.415226978601,3019.6245680935804,1006.5415226978602,301.96245680935806
353,30356.641548679956,10118.880516226653,3035.6641548679954,1011.8880516226652,303.56641548679954
354,30511.12714868568,10170.37571622856,3051.1127148685678,1017.0375716228559,305.11127148685677
355,30780.103746932997,10260.034582311,3078.0103746932996,1026.0034582311,307.80103746932997
356,30846.76346963576,10282.254489878585,3084.6763469635757,1028.2254489878587,308.4676346963576
357,30993.949945538636,10331.316648512879,3099.3949945538634,1033.1316648512877,309.93949945538634
358,31094.809518488964,10364.936506162987,3109.4809518488964,1036.4936506162987,310.9480951848896
359,31009.736799630697,10336.578933210232,3100.9736799630696,1033.6578933210233,310.09736799630696
360,31030.463935509044,10343.487978503015,3103.0463935509047,1034.3487978503015,310.30463935509044
361,30908.712909836224,10302.904303278741,3090.871290983622,1030.2904303278742,309.08712909836225
362,30882.771928917016,10294.257309639006,3088.277192891702,1029.4257309639006,308.82771928917015
363,30925.267583149885,10308.42252771663,3092.5267583149885,1030.842252771663,309.2526758314989
364,30823.763218387998,10274.587739462666,3082.3763218388,1027.4587739462665,308.23763218388
365,30876.204265888835,10292.068088629612,3087.6204265888837,1029.2068088629612,308.76204265888833
366,31425.37485798751,10475.124952662503,3142.537485798751,1047.5124952662504,314.2537485798751
367,31834.456753408616,10611.48558446954,3183.4456753408617,1061.1485584469538,318.34456753408614
368,32104.667082921344,10701.555694307115,3210.4667082921346,1070.1555694307115,321.04667082921344
369,32450.844869062443,10816.94828968748,3245.084486906244,1081.694828968748,324.5084486906244
370,32917.02903737137,10972.343012457124,3291.7029037371376,1097.2343012457125,329.1702903737137
371,32553.261951826644,10851.08731727555,3255.3261951826644,1085.1087317275549,325.5326195182665
372,32442.583292867792,10814.194430955931,3244.2583292867794,1081.4194430955931,324.42583292867795
373,32418.875013676658,10806.291671225552,3241.8875013676657,1080.6291671225551,324.18875013676654
374,32504.332775666608,10834.77759188887,3250.4332775666608,1083.477759188887,325.0433277566661
375,32416.733143466485,10805.577714488829,3241.6733143466486,1080.557771448883,324.16733143466485
376,32145.432219819148,10715.144073273048,3214.5432219819145,1071.514407327305,321.45432219819145
377,31879.557974059713,10626.519324686571,3187.9557974059717,1062.6519324686572,318.79557974059713
378,31545.952001700138,10515.317333900046,3154.595200170014,1051.5317333900045,315.4595200170014
379,31295.278385768168,10431.759461922722,3129.5278385768165,1043.1759461922722,312.95278385768165
380,30970.271126400137,10323.423708800046,3097.0271126400135,1032.3423708800046,309.7027112640014
381,31084.007650271007,10361.335883423668,3108.4007650271005,1036.133588342367,310.8400765027101
382,31509.959190894286,10503.319730298095,3150.9959190894288,1050.3319730298097,315.09959190894284
383,31724.041262296367,10574.680420765455,3172.404126229637,1057.4680420765455,317.2404126229637
384,32013.350067497075,10671.116689165692,3201.3350067497076,1067.1116689165692,320.1335006749708
385,32171.121736801902,10723.707245600634,3217.11217368019,1072.3707245600635,321.71121736801905
386,31870.838686651678,10623.61289555056,3187.0838686651678,1062.361289555056,318.7083868665168
387,31723.82719012716,10574.60906337572,3172.382719012716,1057.460906337572,317.23827190127156
388,31746.379196924245,10582.126398974748,3174.6379196924245,1058.212639897475,317.46379196924244
389,31701.249993663085,10567.083331221027,3170.124999366308,1056.7083331221029,317.01249993663083
390,31759.402266119538,10586.467422039846,3175.9402266119537,1058.6467422039846,317.59402266119537
391,31719.25628198801,10573.085427329337,3171.9256281988014,1057.3085427329338,317.19256281988015
392,31486.295201630703,10495.431733876901,3148.62952016307,1049.54317338769,314.862952016307
393,31298.06507505118,10432.688358350393,3129.806507505118,1043.2688358350395,312.9806507505118
394,30937.908418870033,10312.636139623344,3093.7908418870034,1031.2636139623344,309.37908418870035
395,30650.515678649983,10216.838559549993,3065.051567864998,1021.6838559549993,306.5051567864998
396,31017.17387178037,10339.057957260124,3101.717387178037,1033.9057957260122,310.1717387178037
397,31396.89151197661,10465.630503992203,3139.689151197661,1046.5630503992204,313.9689151197661
398,31670.775169325592,10556.925056441865,3167.0775169325593,1055.6925056441864,316.70775169325594
399,31893.39407005606,10631.131356685353,3189.339407005606,1063.1131356685353,318.9339407005606
400,32373.71975824316,10791.239919414387,3237.371975824316,1079.1239919414386,323.73719758243163
401,32316.350770771478,10772.116923590493,3231.635077077148,1077.2116923590493,323.16350770771476
402,32095.04791401116,10698.349304670386,3209.504791401116,1069.8349304670387,320.9504791401116
403,31932.735614788155,10644.245204929384,3193.2735614788153,1064.4245204929384,319.3273561478815
404,31786.96796570743,10595.655988569142,3178.696796570743,1059.5655988569142,317.8696796570743
405,31679.337702168315,10559.779234056105,3167.9337702168314,1055.9779234056105,316.79337702168317
406,31556.165007435942,10518.721669145314,3155.6165007435943,1051.8721669145314,315.5616500743594
407,31363.896789070906,10454.632263023635,3136.3896789070905,1045.4632263023634,313.63896789070907
408,31277.550535942293,10425.85017864743,3127.755053594229,1042.5850178647431,312.77550535942294
409,31054.344762389872,10351.448254129957,3105.4344762389874,1035.1448254129957,310.5434476238987
410,30862.571179138577,10287.523726379526,3086.2571179138577,1028.7523726379525,308.62571179138575
411,31189.066673122026,10396.355557707342,3118.906667312203,1039.6355557707343,311.8906667312203
412,31635.834392856348,10545.278130952116,3163.5834392856345,1054.5278130952115,316.3583439285635
413,31995.895307412353,10665.298435804118,3199.589530741235,1066.5298435804118,319.95895307412354
414,32496.950085018187,10832.316695006062,3249.695008501819,1083.2316695006064,324.9695008501819
415,33029.129636662656,11009.709878887552,3302.9129636662656,1100.9709878887552,330.2912963666265
416,33105.30239277005,11035.100797590017,3310.5302392770054,1103.5100797590017,331.0530239277005
417,33039.54521408462,11013.181738028206,3303.954521408462,1101.3181738028206,330.3954521408462
418,33113.0789176441,11037.692972548033,3311.30789176441,1103.7692972548034,331.130789176441
419,33226.1989261933,11075.399642064433,3322.6198926193297,1107.5399642064433,332.26198926193297
420,33210.69804417722,11070.232681392406,3321.0698044177216,1107.0232681392406,332.1069804417722
421,33281.16760084312,11093.722533614373,3328.116760084312,1109.3722533614373,332.81167600843116
422,33197.216477354064,11065.738825784689,3319.721647735407,1106.5738825784688,331.97216477354067
423,33265.80520206091,11088.601734020303,3326.580520206091,1108.8601734020303,332.6580520206091
424,33347.23085142908,11115.743617143025,3334.7230851429076,1111.5743617143025,333.4723085142908
425,33475.80293176225,11158.600977254082,3347.5802931762246,1115.8600977254082,334.75802931762246
426,34103.99058256902,11367.99686085634,3410.399058256902,1136.799686085634,341.0399058256902
427,34671.52547920942,11557.175159736475,3467.152547920942,1155.7175159736473,346.71525479209424
428,35327.70560730728,11775.901869102428,3532.7705607307284,1177.5901869102427,353.27705607307286
429,35935.98510558238,11978.661701860794,3593.598510558238,1197.8661701860792,359.3598510558238
430,36381.2007280964,12127.066909365467,3638.12007280964,1212.7066909365467,363.812007280964
431,36283.235835541454,12094.411945180485,3628.3235835541454,1209.4411945180484,362.83235835541456
432,36292.356009562136,12097.452003187378,3629.2356009562136,1209.745200318738,362.9235600956214
433,36200.91737984325,12066.972459947752,3620.0917379843254,1206.6972459947751,362.0091737984325
434,36146.836394467835,12048.945464822611,3614.683639446783,1204.8945464822611,361.46836394467834
435,36066.30841691799,12022.102805639332,3606.6308416917996,1202.210280563933,360.66308416917997
436,35817.36392166087,11939.12130722029,3581.736392166087,1193.912130722029,358.1736392166087
437,35571.14665923517,11857.048886411725,3557.1146659235174,1185.7048886411724,355.7114665923517
438,35493.805683991,11831.268561330333,3549.3805683990995,1183.1268561330332,354.93805683990996
439,35239.9353000608,11746.645100020267,3523.99353000608,1174.6645100020266,352.399353000608
440,34962.029684181165,11654.009894727056,3496.202968418117,1165.4009894727055,349.6202968418117
441,35480.100356215895,11826.700118738632,3548.01003562159,1182.6700118738634,354.801003562159
442,35879.57994917334,11959.85998305778,3587.957994917334,1195.985998305778,358.7957994917334
443,36505.94596350573,12168.648654501909,3650.594596350573,1216.864865450191,365.0594596350573
444,36941.39823064228,12313.799410214093,3694.139823064228,1231.3799410214094,369.4139823064228
445,37116.99111619942,12372.330372066472,3711.6991116199415,1237.2330372066472,371.16991116199415
446,37053.34669303689,12351.11556434563,3705.334669303689,1235.111556434563,370.5334669303689
447,37057.902391962154,12352.63413065405,3705.790239196215,1235.263413065405,370.57902391962153
448,36898.97137125298,12299.657123750992,3689.8971371252974,1229.9657123750992,368.98971371252975
449,36792.92715449811,12264.30905149937,3679.2927154498107,1226.430905149937,367.9292715449811
450,36885.67336110475,12295.224453701583,3688.567336110475,1229.5224453701583,368.8567336110475
451,36919.49437721341,12306.498125737802,3691.949437721341,1230.6498125737803,369.1949437721341
452,36760.37236286862,12253.45745428954,3676.0372362868625,1225.3457454289542,367.6037236286862
453,36889.664960910486,12296.554986970163,3688.9664960910486,1229.6554986970164,368.8966496091049
454,36698.717908473765,12232.905969491254,3669.8717908473764,1223.2905969491255,366.98717908473765
455,36666.77272899548,12222.257576331827,3666.677272899548,1222.2257576331826,366.6677272899548
456,36936.15921155138,12312.053070517126,3693.6159211551376,1231.2053070517127,369.36159211551376
457,37353.44401449674,12451.148004832246,3735.344401449674,1245.1148004832246,373.5344401449674
458,37898.20631454003,12632.73543818001,3789.8206314540034,1263.2735438180011,378.98206314540033
459,38346.7721251626,12782.2573750542,3834.67721251626,1278.22573750542,383.467721251626
460,38844.617850051545,12948.205950017182,3884.4617850051545,1294.8205950017182,388.44617850051543
461,38524.57542418976,12841.525141396585,3852.4575424189757,1284.1525141396585,385.2457542418976
462,38308.814609795496,12769.60486993183,3830.8814609795495,1276.9604869931832,383.08814609795496
463,37848.66348555624,12616.22116185208,3784.866348555624,1261.622116185208,378.4866348555624
464,37602.18846722388,12534.062822407961,3760.2188467223887,1253.4062822407961,376.02188467223885
465,37516.22266861254,12505.407556204182,3751.622266861254,1250.5407556204182,375.16222668612545
466,37154.721522606094,12384.907174202031,3715.4721522606096,1238.4907174202033,371.5472152260609
467,36937.4246567538,12312.4748855846,3693.7424656753797,1231.24748855846,369.37424656753797
468,36617.49861905498,12205.83287301833,3661.7498619054986,1220.5832873018328,366.1749861905499
469,36222.44085104833,12074.146950349445,3622.2440851048336,1207.4146950349445,362.22440851048333
470,35655.22760637459,11885.07586879153,3565.522760637459,1188.507586879153,356.5522760637459
471,36557.12557764956,12185.708525883187,3655.7125577649563,1218.5708525883188,365.5712557764956
472,36963.610096173994,12321.203365391331,3696.3610096173993,1232.1203365391332,369.63610096173994
473,37061.183841435544,12353.727947145182,3706.1183841435545,1235.3727947145182,370.6118384143554
474,37702.520969904544,12567.506989968182,3770.2520969904544,1256.750698996818,377.02520969904543
475,38094.40042312724,12698.133474375747,3809.440042312724,1269.8133474375747,380.9440042312724
476,38337.378742365334,12779.126247455111,3833.7378742365336,1277.9126247455113,383.37378742365337
477,38520.875175733345,12840.29172524445,3852.087517573335,1284.029172524445,385.20875175733346
478,38360.51079013492,12786.836930044972,3836.0510790134917,1278.6836930044972,383.60510790134913
479,38484.94642207047,12828.315474023491,3848.494642207047,1282.831547402349,384.8494642207047
480,38404.41666769007,12801.472222563356,3840.441666769007,1280.1472222563357,384.0441666769007
481,38578.40087747391,12859.46695915797,3857.840087747391,1285.9466959157971,385.7840087747391
482,38839.739499513176,12946.57983317106,3883.973949951318,1294.657983317106,388.3973949951318
483,39091.92043020741,13030.640143402468,3909.1920430207406,1303.064014340247,390.9192043020741
484,39247.55399423751,13082.51799807917,3924.755399423751,1308.251799807917,392.4755399423751
485,39391.5215990394,13130.5071996798,3939.15215990394,1313.05071996798,393.915215990394
486,39844.60645860594,13281.53548620198,3984.460645860594,1328.153548620198,398.4460645860594
487,40163.63524662655,13387.878415542184,4016.363524662655,1338.7878415542184,401.6363524662655
488,40615.269411002315,13538.423137000773,4061.526941100232,1353.8423137000773,406.15269411002316
489,41197.03214805818,13732.344049352725,4119.703214805817,1373.2344049352726,411.97032148058173
490,41867.30326554506,13955.767755181687,4186.730326554506,1395.5767755181687,418.67303265545064
491,41349.977979814474,13783.32599327149,4134.997797981447,1378.332599327149,413.4997797981447
492,41321.06013439955,13773.686711466516,4132.106013439955,1377.3686711466516,413.2106013439955
493,41212.9000995417,13737.6333665139,4121.29000995417,1373.76333665139,412.129000995417
494,40934.10544806565,13644.701816021883,4093.410544806565,1364.4701816021884,409.3410544806565
495,40773.38430366257,13591.128101220856,4077.3384303662574,1359.1128101220856,407.73384303662573
496,40344.91962860613,13448.30654286871,4034.491962860613,1344.8306542868709,403.4491962860613
497,40041.59892371081,13347.199641236935,4004.1598923710803,1334.7199641236934,400.415989237108
498,39821.877705411374,13273.959235137125,3982.187770541137,1327.3959235137124,398.21877705411373
499,39465.297339943165,13155.099113314387,3946.5297339943163,1315.5099113314388,394.65297339943163
500,39329.54937228499,13109.849790761664,3932.954937228499,1310.9849790761664,393.2954937228499
501,39507.408109493364,13169.136036497788,3950.7408109493367,1316.913603649779,395.07408109493366
502,39745.55515854064,13248.518386180212,3974.5555158540637,1324.8518386180212,397.4555515854064
503,39978.27966677026,13326.093222256752,3997.8279666770254,1332.6093222256752,399.78279666770254
504,40131.07748963827,13377.025829879425,4013.1077489638274,1337.7025829879426,401.3107748963827
505,40307.94254306761,13435.980847689205,4030.7942543067616,1343.5980847689204,403.07942543067617
506,40101.11001768744,13367.036672562479,4010.111001768744,1336.7036672562479,401.0111001768744
507,40015.93884812947,13338.646282709824,4001.5938848129476,1333.8646282709824,400.15938848129474
508,39833.537560401026,13277.845853467008,3983.3537560401023,1327.7845853467009,398.33537560401027
509,39851.10031621689,13283.70010540563,3985.1100316216894,1328.370010540563,398.51100316216895
510,39585.407841872235,13195.135947290744,3958.5407841872234,1319.5135947290744,395.85407841872234
511,39193.999037544505,13064.666345848169,3919.3999037544504,1306.4666345848168,391.93999037544506
512,39290.66935292195,13096.889784307317,3929.066935292195,1309.6889784307316,392.9066935292195
513,39196.70692125963,13065.568973753212,3919.6706921259633,1306.5568973753211,391.96706921259636
514,38982.365896820476,12994.121965606824,3898.2365896820475,1299.4121965606826,389.8236589682047
515,38673.56837068536,12891.189456895121,3867.356837068536,1289.118945689512,386.7356837068536
516,39056.19752167522,13018.732507225073,3905.6197521675217,1301.8732507225072,390.56197521675216
517,39393.32742858196,13131.109142860652,3939.3327428581956,1313.1109142860653,393.93327428581955
518,39735.22098514181,13245.073661713936,3973.5220985141805,1324.5073661713934,397.352209851418
519,39997.39446487704,13332.464821625681,3999.7394464877043,1333.246482162568,399.97394464877044
520,40355.117565161694,13451.705855053897,4035.511756516169,1345.1705855053897,403.5511756516169
521,40144.45801934059,13381.486006446865,4014.4458019340595,1338.1486006446864,401.44458019340595
522,39767.98394489414,13255.994648298047,3976.798394489414,1325.5994648298047,397.6798394489414
523,39403.552856238784,13134.51761874626,3940.3552856238784,1313.451761874626,394.0355285623878
524,39010.48634726985,13003.49544908995,3901.048634726985,1300.349544908995,390.1048634726985
525,38840.62100633862,12946.873668779539,3884.0621006338615,1294.687366877954,388.40621006338614
526,38806.92741359306,12935.642471197687,3880.692741359306,1293.5642471197687,388.06927413593064
527,38569.56881902597,12856.522939675324,3856.956881902597,1285.6522939675324,385.6956881902597
528,38220.25418788439,12740.084729294796,3822.0254187884393,1274.0084729294797,382.20254187884393
529,37530.848062579345,12510.282687526449,3753.084806257935,1251.0282687526449,375.30848062579344
530,37188.05904049807,12396.019680166024,3718.805904049807,1239.6019680166023,371.8805904049807
531,37563.05802200811,12521.019340669369,3756.305802200811,1252.1019340669368,375.6305802200811
532,37505.536813407154,12501.845604469052,3750.5536813407152,1250.1845604469052,375.05536813407156
533,37888.55875455661,12629.519584852202,3788.8558754556607,1262.9519584852203,378.88558754556607
534,38513.06493786427,12837.688312621423,3851.306493786427,1283.7688312621422,385.13064937864266
535,38981.83557102605,12993.945190342016,3898.183557102605,1299.3945190342017,389.8183557102605
536,38940.29574737155,12980.098582457184,3894.029574737155,1298.0098582457183,389.4029574737155
537,38833.62164113311,12944.540547044371,3883.3621641133113,1294.454054704437,388.3362164113311
538,38638.025461376325,12879.341820458774,3863.8025461376324,1287.9341820458774,386.3802546137632
539,38639.40482032022,12879.801606773406,3863.9404820320215,1287.9801606773406,386.39404820320215
540,38292.36070662742,12764.120235542474,3829.236070662742,1276.4120235542473,382.9236070662742
541,38223.75456952665,12741.251523175551,3822.3754569526654,1274.1251523175551,382.23754569526653
542,38327.536482362106,12775.845494120702,3832.75364823621,1277.5845494120701,383.27536482362103
543,38209.34674544706,12736.44891514902,3820.934674544706,1273.644891514902,382.0934674544706
544,38570.614909183954,12856.87163639465,3857.061490918395,1285.687163639465,385.7061490918395
545,38332.88440533744,12777.628135112482,3833.2884405337445,1277.7628135112482,383.32884405337444
546,38541.17424615429,12847.05808205143,3854.1174246154287,1284.7058082051428,385.4117424615429
547,38986.95522566831,12995.651741889436,3898.6955225668307,1299.5651741889435,389.86955225668305
548,39416.07452366247,13138.691507887492,3941.6074523662473,1313.8691507887493,394.16074523662473
549,40089.47979789189,13363.15993263063,4008.947979789189,1336.3159932630629,400.8947979789189
550,40594.308703851195,13531.436234617066,4059.4308703851198,1353.1436234617065,405.943087038512
551,40244.83523040363,13414.94507680121,4024.483523040363,1341.494507680121,402.4483523040363
552,39999.16011774446,13333.053372581486,3999.916011774446,1333.3053372581487,399.9916011774446
553,40086.99558135253,13362.331860450844,4008.699558135253,1336.2331860450843,400.8699558135253
554,39573.87134561677,13191.290448538923,3957.387134561677,1319.1290448538923,395.7387134561677
555,39234.96418455839,13078.321394852797,3923.4964184558394,1307.8321394852799,392.3496418455839
556,39126.746316668614,13042.24877222287,3912.6746316668614,1304.2248772222872,391.2674631666861
557,38878.40354762296,12959.467849207655,3887.840354762296,1295.9467849207654,388.78403547622963
558,38691.50054400356,12897.166848001187,3869.150054400356,1289.7166848001186,386.9150054400356
559,38405.2411126215,12801.747037540501,3840.52411126215,1280.1747037540501,384.052411126215
560,38298.662617776834,12766.22087259228,3829.8662617776836,1276.6220872592278,382.98662617776836
561,38634.3627230893,12878.120907696435,3863.4362723089303,1287.8120907696434,386.34362723089305
562,38722.904030883765,12907.634676961254,3872.2904030883765,1290.7634676961254,387.2290403088376
563,38848.35223077649,12949.450743592162,3884.835223077649,1294.9450743592163,388.4835223077649
564,38616.562850563176,12872.187616854393,3861.6562850563178,1287.2187616854392,386.1656285056318
565,38974.92404832843,12991.64134944281,3897.492404832843,1299.164134944281,389.7492404832843
566,38849.759958602044,12949.919986200683,3884.975995860205,1294.9919986200682,388.4975995860205
567,38662.39148199946,12887.463827333155,3866.239148199946,1288.7463827333154,386.62391481999464
568,38415.29810757014,12805.099369190046,3841.529810757014,1280.5099369190045,384.1529810757014
569,38237.63094953246,12745.876983177486,3823.763094953246,1274.5876983177486,382.3763094953246
570,38047.02113087273,12682.340376957576,3804.7021130872727,1268.2340376957575,380.47021130872724
571,37956.407950961795,12652.13598365393,3795.6407950961793,1265.2135983653932,379.56407950961795
572,37820.35651909826,12606.785506366086,3782.035651909826,1260.6785506366086,378.2035651909826
573,37328.52244642474,12442.840815474912,3732.8522446424736,1244.2840815474913,373.2852244642474
574,37097.97508413532,12365.991694711774,3709.7975084135323,1236.5991694711774,370.9797508413532
575,36946.51595928221,12315.505319760738,3694.651595928221,1231.5505319760737,369.46515959282215
576,37175.69915572019,12391.899718573397,3717.5699155720195,1239.1899718573397,371.7569915572019
577,37349.8914877245,12449.963829241498,3734.9891487724494,1244.9963829241499,373.49891487724494
578,37638.165732612535,12546.055244204179,3763.816573261254,1254.6055244204179,376.3816573261254
579,37836.413458889416,12612.137819629805,3783.6413458889415,1261.2137819629804,378.36413458889416
580,38051.456979349736,12683.818993116578,3805.145697934973,1268.3818993116577,380.51456979349734
581,37594.85484141525,12531.61828047175,3759.485484141525,1253.1618280471748,375.94854841415247
582,37413.01016242862,12471.003387476205,3741.301016242862,1247.1003387476205,374.13010162428617
583,37526.25925629747,12508.753085432489,3752.6259256297467,1250.8753085432488,375.2625925629747
584,37413.37291114008,12471.12430371336,3741.337291114008,1247.1124303713361,374.13372911140084
585,37153.02853333031,12384.342844443436,3715.3028533330307,1238.4342844443436,371.5302853333031
586,37120.18994436906,12373.39664812302,3712.0189944369063,1237.339664812302,371.2018994436906
587,36746.86246209827,12248.954154032755,3674.6862462098265,1224.8954154032756,367.46862462098267
588,36759.196196260484,12253.065398753495,3675.9196196260486,1225.3065398753495,367.59196196260484
589,36502.957524836645,12167.652508278883,3650.2957524836647,1216.7652508278882,365.0295752483665
590,36289.87641743969,12096.625472479898,3628.9876417439696,1209.6625472479898,362.89876417439694
591,36880.22380253983,12293.407934179944,3688.0223802539836,1229.3407934179945,368.80223802539837
592,37277.46599610092,12425.821998700305,3727.746599610092,1242.5821998700305,372.77465996100915
593,37814.211126019545,12604.737042006516,3781.421112601955,1260.4737042006516,378.14211126019546
594,38376.16242496444,12792.054141654813,3837.6162424964436,1279.2054141654812,383.7616242496444
595,38886.441578874284,12962.147192958095,3888.6441578874287,1296.2147192958096,388.86441578874286
596,38809.54847122135,12936.516157073784,3880.954847122135,1293.6516157073784,388.09548471221353
597,38962.598376899674,12987.532792299891,3896.2598376899673,1298.7532792299892,389.6259837689967
598,39017.042325265036,13005.680775088345,3901.704232526504,1300.5680775088347,390.1704232526504
599,39135.933786225156,13045.311262075053,3913.5933786225155,1304.5311262075052,391.35933786225155
600,39147.89180110118,13049.297267033726,3914.7891801101177,1304.9297267033726,391.4789180110118
601,39352.51444435597,13117.504814785323,3935.251444435597,1311.7504814785323,393.5251444435597
602,39300.335949965236,13100.111983321745,3930.0335949965233,1310.0111983321744,393.00335949965233
603,39072.83113097688,13024.277043658962,3907.283113097689,1302.4277043658963,390.72831130976886
604,39094.424809973934,13031.474936657978,3909.4424809973934,1303.1474936657978,390.94424809973935
605,39050.74760764,13016.915869213331,3905.0747607639996,1301.691586921333,390.50747607639994
606,39357.81161587983,13119.27053862661,3935.7811615879828,1311.9270538626608,393.57811615879825
607,39723.54851245362,13241.182837484539,3972.354851245362,1324.118283748454,397.2354851245362
608,39914.20641276475,13304.735470921585,3991.420641276475,1330.4735470921585,399.14206412764753
609,40656.96953236237,13552.323177454124,4065.696953236237,1355.2323177454123,406.5696953236237
610,41259.45053768369,13753.150179227896,4125.945053768369,1375.3150179227896,412.5945053768369
611,41229.18110158858,13743.060367196194,4122.918110158858,1374.3060367196194,412.2918110158858
612,41263.528937704315,13754.509645901438,4126.352893770431,1375.450964590144,412.6352893770432
613,41074.51666843643,13691.505556145476,4107.451666843643,1369.1505556145476,410.7451666843643
614,40762.36862504624,13587.456208348747,4076.2368625046242,1358.745620834875,407.6236862504624
615,40713.44151357155,13571.147171190518,4071.3441513571556,1357.1147171190519,407.1344151357155
616,40311.604048124456,13437.201349374818,4031.1604048124454,1343.7201349374818,403.11604048124457
617,40065.111266946966,13355.037088982323,4006.511126694697,1335.5037088982322,400.6511126694697
618,39698.39843382006,13232.79947794002,3969.839843382006,1323.279947794002,396.9839843382006
619,39598.16475518833,13199.388251729442,3959.8164755188327,1319.9388251729442,395.98164755188327
620,39322.849067480936,13107.61635582698,3932.284906748094,1310.7616355826979,393.2284906748094
621,39380.76001055971,13126.920003519903,3938.0760010559707,1312.6920003519901,393.8076001055971
622,39637.17200982748,13212.390669942495,3963.717200982748,1321.2390669942495,396.3717200982748
623,39853.327692006,13284.442564002002,3985.3327692006005,1328.4442564002002,398.53327692006
624,40051.77264383143,13350.590881277143,4005.1772643831428,1335.0590881277144,400.5177264383143
625,40350.57555982096,13450.191853273653,4035.057555982096,1345.0191853273652,403.5057555982096
626,40120.30571523281,13373.435238410937,4012.030571523281,1337.3435238410937,401.20305715232814
627,39943.85949999557,13314.619833331857,3994.385949999557,1331.4619833331856,399.4385949999557
628,39837.74088273518,13279.246960911729,3983.7740882735184,1327.9246960911728,398.37740882735187
629,39305.5754987104,13101.858499570133,3930.55754987104,1310.1858499570133,393.055754987104
630,38835.020189324525,12945.006729774841,3883.5020189324523,1294.500672977484,388.35020189324524
631,38298.89979920822,12766.299933069407,3829.889979920822,1276.6299933069406,382.9889979920822
632,37795.731440483076,12598.577146827693,3779.5731440483078,1259.8577146827693,377.95731440483075
633,37466.71210906873,12488.904036356244,3746.671210906873,1248.8904036356244,374.6671210906873
634,37300.598789406875,12433.53292980229,3730.059878940687,1243.353292980229,373.0059878940687
635,36837.09545956495,12279.031819854985,3683.7095459564957,1227.9031819854986,368.37095459564955
