policy,candle,fee_ab_bps,fee_ba_bps
ABHook,1056,36.34,23.66
ABHook,1057,36.37,23.63
ABHook,1058,36.48,23.52
ABHook,1060,36.51,23.49
ABHook,1061,36.8,23.2
ABHook,1061,36.26,23.74
ABHook,1061,36.48,23.52
ABHook,1062,36.52,23.48
ABHook,1062,36.72,23.28
ABHook,1065,36.55,23.45
ABHook,1066,36.63,23.37
ABHook,1066,36.57,23.43
ABHook,1068,36.55,23.45
ABHook,1070,36.52,23.48
ABHook,1071,36.58,23.42
ABHook,1073,36.66,23.34
ABHook,1073,36.62,23.38
ABHook,1073,36.39,23.61
ABHook,1074,36.35,23.65
ABHook,1074,36.16,23.84
ABHook,1075,36.11,23.89
ABHook,1075,35.96,24.04
ABHook,1076,35.97,24.03
ABHook,1077,35.9,24.1
ABHook,1077,35.81,24.19
ABHook,1080,35.88,24.12
ABHook,1081,35.92,24.08
ABHook,1084,35.9,24.1
ABHook,1085,35.99,24.01
ABHook,1085,35.94,24.06
ABHook,1086,36.08,23.92
ABHook,1087,36.37,23.63
ABHook,1087,36.25,23.75
ABHook,1088,36.3,23.7
ABHook,1092,36.4,23.6
ABHook,1093,36.48,23.52
ABHook,1096,36.29,23.71
ABHook,1097,36.43,23.57
ABHook,1097,36.35,23.65
ABHook,1098,36.51,23.49
ABHook,1099,36.48,23.52
ABHook,1100,36.66,23.34
ABHook,1101,36.88,23.12
ABHook,1101,36.8,23.2
ABHook,1102,37.22,22.78
ABHook,1102,37.16,22.84
ABHook,1104,37.01,22.99
ABHook,1104,36.79,23.21
ABHook,1105,36.66,23.34
ABHook,1105,36.96,23.04
ABHook,1106,37.17,22.83
ABHook,1106,37.13,22.87
ABHook,1108,37.09,22.91
ABHook,1109,37.56,22.44
ABHook,1109,37.55,22.45
ABHook,1109,37.22,22.78
ABHook,1111,37.2,22.8
ABHook,1112,36.87,23.13
ABHook,1113,36.9,23.1
ABHook,1114,36.74,23.26
ABHook,1114,36.84,23.16
ABHook,1115,36.86,23.14
ABHook,1116,36.88,23.12
ABHook,1117,36.79,23.21
ABHook,1118,36.89,23.11
ABHook,1119,37.11,22.89
ABHook,1119,37.23,22.77
ABHook,1120,37.14,22.86
ABHook,1121,37.5,22.5
ABHook,1121,37.42,22.58
ABHook,1122,37.49,22.51
ABHook,1122,37.46,22.54
ABHook,1123,37.44,22.56
ABHook,1124,37.61,22.39
ABHook,1124,37.36,22.64
ABHook,1125,36.81,23.19
ABHook,1126,36.75,23.25
ABHook,1127,36.88,23.12
ABHook,1127,35.91,24.09
ABHook,1127,36.55,23.45
ABHook,1128,36.72,23.28
ABHook,1129,36.62,23.38
ABHook,1130,36.61,23.39
ABHook,1131,36.59,23.41
ABHook,1132,36.55,23.45
ABHook,1133,36.7,23.3
ABHook,1134,36.43,23.57
ABHook,1137,36.47,23.53
ABHook,1138,36.54,23.46
ABHook,1140,36.59,23.41
ABHook,1140,36.52,23.48
ABHook,1140,36.74,23.26
ABHook,1141,36.83,23.17
ABHook,1145,36.88,23.12
ABHook,1146,36.62,23.38
ABHook,1147,36.56,23.44
ABHook,1148,36.74,23.26
ABHook,1148,36.68,23.32
ABHook,1149,36.49,23.51
ABHook,1150,35.94,24.06
ABHook,1155,35.73,24.27
ABHook,1158,35.81,24.19
ABHook,1158,35.78,24.22
ABHook,1159,35.85,24.15
ABHook,1160,35.85,24.15
ABHook,1161,35.93,24.07
ABHook,1162,35.8,24.2
ABHook,1163,35.85,24.15
ABHook,1163,35.93,24.07
ABHook,1164,36.05,23.95
ABHook,1165,36.07,23.93
ABHook,1166,36.16,23.84
ABHook,1167,36.15,23.85
ABHook,1168,36.13,23.87
ABHook,1170,36.13,23.87
ABHook,1171,35.87,24.13
ABHook,1171,36.03,23.97
ABHook,1172,36.59,23.41
ABHook,1172,36.48,23.52
ABHook,1174,36.5,23.5
ABHook,1174,36.64,23.36
ABHook,1175,36.65,23.35
ABHook,1175,36.75,23.25
ABHook,1176,36.84,23.16
ABHook,1176,36.79,23.21
ABHook,1177,36.92,23.08
ABHook,1178,36.85,23.15
ABHook,1179,36.82,23.18
ABHook,1180,36.84,23.16
ABHook,1181,36.87,23.13
ABHook,1182,36.91,23.09
ABHook,1183,36.98,23.02
ABHook,1183,36.67,23.33
ABHook,1183,36.9,23.1
ABHook,1184,36.91,23.09
ABHook,1185,36.88,23.12
ABHook,1186,36.92,23.08
ABHook,1186,36.85,23.15
ABHook,1188,37.07,22.93
ABHook,1189,37.15,22.85
ABHook,1190,37.13,22.87
ABHook,1192,37.11,22.89
ABHook,1192,37.04,22.96
ABHook,1193,37.0,23.0
ABHook,1195,36.98,23.02
ABHook,1197,36.86,23.14
ABHook,1198,36.85,23.15
ABHook,1201,36.81,23.19
ABHook,1201,36.71,23.29
ABHook,1202,36.98,23.02
ABHook,1202,36.92,23.08
ABHook,1202,36.73,23.27
ABHook,1206,36.76,23.24
ABHook,1208,36.85,23.15
ABHook,1208,36.8,23.2
ABHook,1209,36.82,23.18
ABHook,1210,36.85,23.15
ABHook,1213,36.52,23.48
ABHook,1215,36.48,23.52
ABHook,1216,36.58,23.42
ABHook,1217,36.69,23.31
ABHook,1217,36.68,23.32
ABHook,1217,36.58,23.42
ABHook,1218,36.67,23.33
ABHook,1218,36.64,23.36
ABHook,1220,36.64,23.36
ABHook,1221,36.67,23.33
ABHook,1221,36.56,23.44
ABHook,1222,36.45,23.55
ABHook,1224,36.49,23.51
ABHook,1224,36.46,23.54
ABHook,1225,36.49,23.51
ABHook,1226,36.51,23.49
ABHook,1226,36.7,23.3
ABHook,1227,36.88,23.12
ABHook,1227,36.86,23.14
ABHook,1228,36.94,23.06
ABHook,1229,36.86,23.14
ABHook,1230,36.89,23.11
ABHook,1230,36.74,23.26
ABHook,1230,36.88,23.12
ABHook,1231,37.26,22.74
ABHook,1231,37.1,22.9
ABHook,1232,37.28,22.72
ABHook,1232,37.26,22.74
ABHook,1232,37.07,22.93
ABHook,1235,37.52,22.48
ABHook,1236,37.78,22.22
ABHook,1236,37.48,22.52
ABHook,1237,37.53,22.47
ABHook,1238,37.59,22.41
ABHook,1239,37.62,22.38
ABHook,1239,37.95,22.05
ABHook,1240,38.2,21.8
ABHook,1240,38.5,21.5
ABHook,1241,38.53,21.47
ABHook,1242,38.58,21.42
ABHook,1242,38.8,21.2
ABHook,1243,38.98,21.02
ABHook,1244,39.15,20.85
ABHook,1246,38.17,21.83
ABHook,1246,38.24,21.76
ABHook,1247,38.46,21.54
ABHook,1248,38.77,21.23
ABHook,1254,38.83,21.17
ABHook,1254,39.01,20.99
ABHook,1255,38.86,21.14
ABHook,1255,39.01,20.99
ABHook,1257,38.66,21.34
ABHook,1258,39.21,20.79
ABHook,1258,39.11,20.89
ABHook,1258,38.9,21.1
ABHook,1259,38.55,21.45
ABHook,1260,38.23,21.77
ABHook,1262,37.84,22.16
ABHook,1263,37.91,22.09
ABHook,1265,37.93,22.07
ABHook,1265,37.87,22.13
ABHook,1266,37.9,22.1
ABHook,1266,37.98,22.02
ABHook,1269,38.0,22.0
ABHook,1269,37.8,22.2
ABHook,1272,37.82,22.18
ABHook,1275,37.98,22.02
ABHook,1276,38.24,21.76
ABHook,1277,38.36,21.64
ABHook,1277,38.25,21.75
ABHook,1280,38.4,21.6
ABHook,1280,38.38,21.62
ABHook,1281,38.45,21.55
ABHook,1282,38.5,21.5
ABHook,1282,38.47,21.53
ABHook,1282,38.54,21.46
ABHook,1283,38.26,21.74
ABHook,1283,38.45,21.55
ABHook,1285,38.48,21.52
ABHook,1286,38.35,21.65
ABHook,1288,38.46,21.54
ABHook,1290,39.03,20.97
ABHook,1290,38.98,21.02
ABHook,1291,38.91,21.09
ABHook,1292,38.93,21.07
ABHook,1292,38.86,21.14
ABHook,1293,38.83,21.17
ABHook,1294,38.8,21.2
ABHook,1294,38.59,21.41
