policy,candle,fee_ab_bps,fee_ba_bps
BAHook,60,6.0,70.0
BAHook,62,11.0,65.0
BAHook,64,6.0,70.0
BAHook,65,1.0,75.0
BAHook,65,1.0,75.0
BAHook,66,6.0,70.0
BAHook,71,11.0,65.0
BAHook,74,16.0,60.0
BAHook,74,16.0,60.0
BAHook,75,11.0,65.0
BAHook,81,6.0,70.0
BAHook,81,6.0,70.0
BAHook,83,11.0,65.0
BAHook,86,16.0,60.0
BAHook,87,21.0,55.0
BAHook,88,26.0,50.0
BAHook,89,31.0,45.0
BAHook,90,26.0,50.0
BAHook,90,26.0,50.0
BAHook,91,21.0,55.0
BAHook,91,21.0,55.0
BAHook,92,16.0,60.0
BAHook,93,11.0,65.0
BAHook,93,11.0,65.0
BAHook,94,6.0,70.0
BAHook,95,11.0,65.0
BAHook,95,11.0,65.0
BAHook,97,6.0,70.0
BAHook,98,1.0,75.0
BAHook,100,6.0,70.0
BAHook,102,11.0,65.0
BAHook,102,11.0,65.0
BAHook,103,16.0,60.0
BAHook,104,21.0,55.0
BAHook,106,26.0,50.0
BAHook,107,21.0,55.0
BAHook,110,26.0,50.0
BAHook,111,31.0,45.0
BAHook,113,26.0,50.0
BAHook,114,31.0,45.0
BAHook,115,36.0,40.0
BAHook,118,31.0,45.0
BAHook,119,36.0,40.0
BAHook,119,36.0,40.0
BAHook,128,31.0,45.0
BAHook,129,26.0,50.0
BAHook,130,31.0,45.0
BAHook,130,31.0,45.0
BAHook,135,36.0,40.0
BAHook,138,31.0,45.0
BAHook,142,36.0,40.0
BAHook,143,31.0,45.0
BAHook,144,36.0,40.0
BAHook,147,31.0,45.0
BAHook,147,31.0,45.0
BAHook,150,36.0,40.0
BAHook,151,41.0,35.0
BAHook,152,46.0,30.0
BAHook,153,51.0,25.0
BAHook,154,46.0,30.0
BAHook,156,51.0,25.0
BAHook,158,56.0,20.0
BAHook,160,61.0,15.0
BAHook,161,66.0,10.0
BAHook,162,71.0,5.0
BAHook,164,76.0,1.0
BAHook,165,81.0,1.0
BAHook,166,86.0,1.0
BAHook,168,81.0,6.0
BAHook,169,86.0,1.0
BAHook,170,81.0,6.0
BAHook,172,76.0,11.0
BAHook,175,81.0,6.0
BAHook,185,86.0,1.0
BAHook,187,81.0,6.0
BAHook,187,81.0,6.0
BAHook,192,76.0,11.0
BAHook,193,71.0,16.0
BAHook,194,66.0,21.0
BAHook,196,61.0,26.0
BAHook,196,61.0,26.0
BAHook,199,56.0,31.0
BAHook,201,51.0,36.0
BAHook,202,56.0,31.0
BAHook,203,51.0,36.0
BAHook,203,51.0,36.0
BAHook,204,46.0,41.0
BAHook,204,46.0,41.0
BAHook,207,51.0,36.0
BAHook,207,51.0,36.0
BAHook,209,46.0,41.0
BAHook,212,41.0,46.0
BAHook,214,36.0,51.0
BAHook,214,36.0,51.0
BAHook,221,41.0,46.0
BAHook,222,36.0,51.0
BAHook,223,41.0,46.0
BAHook,230,46.0,41.0
BAHook,232,51.0,36.0
BAHook,233,46.0,41.0
BAHook,237,41.0,46.0
BAHook,239,36.0,51.0
BAHook,244,31.0,56.0
BAHook,244,31.0,56.0
BAHook,248,36.0,51.0
BAHook,254,41.0,46.0
BAHook,255,36.0,51.0
BAHook,257,31.0,56.0
BAHook,263,36.0,51.0
BAHook,265,31.0,56.0
BAHook,273,26.0,61.0
BAHook,276,21.0,66.0
BAHook,278,16.0,71.0
BAHook,279,21.0,66.0
BAHook,280,26.0,61.0
BAHook,281,21.0,66.0
BAHook,281,21.0,66.0
BAHook,283,26.0,61.0
BAHook,284,31.0,56.0
BAHook,286,36.0,51.0
BAHook,286,36.0,51.0
BAHook,286,36.0,51.0
BAHook,289,41.0,46.0
BAHook,289,41.0,46.0
BAHook,292,36.0,51.0
BAHook,292,36.0,51.0
BAHook,293,41.0,46.0
BAHook,294,36.0,51.0
BAHook,294,36.0,51.0
BAHook,295,41.0,46.0
BAHook,297,46.0,41.0
BAHook,299,51.0,36.0
BAHook,303,56.0,31.0
BAHook,304,51.0,36.0
BAHook,307,56.0,31.0
BAHook,308,51.0,36.0
BAHook,312,46.0,41.0
BAHook,313,51.0,36.0
BAHook,313,51.0,36.0
BAHook,318,46.0,41.0
BAHook,319,41.0,46.0
BAHook,321,36.0,51.0
BAHook,324,41.0,46.0
BAHook,326,46.0,41.0
BAHook,329,41.0,46.0
BAHook,333,36.0,51.0
BAHook,336,41.0,46.0
BAHook,342,46.0,41.0
BAHook,342,46.0,41.0
BAHook,344,41.0,46.0
BAHook,344,41.0,46.0
BAHook,346,36.0,51.0
BAHook,346,36.0,51.0
BAHook,348,41.0,46.0
BAHook,349,36.0,51.0
BAHook,349,36.0,51.0
BAHook,350,31.0,56.0
BAHook,352,36.0,51.0
BAHook,354,31.0,56.0
BAHook,356,36.0,51.0
BAHook,358,31.0,56.0
BAHook,360,26.0,61.0
BAHook,362,21.0,66.0
BAHook,362,21.0,66.0
BAHook,363,16.0,71.0
BAHook,365,21.0,66.0
BAHook,366,26.0,61.0
BAHook,370,31.0,56.0
BAHook,370,31.0,56.0
BAHook,371,36.0,51.0
BAHook,375,31.0,56.0
BAHook,377,36.0,51.0
BAHook,378,41.0,46.0
BAHook,380,46.0,41.0
BAHook,382,51.0,36.0
BAHook,386,46.0,41.0
BAHook,391,41.0,46.0
BAHook,394,46.0,41.0
BAHook,395,41.0,46.0
BAHook,401,46.0,41.0
BAHook,402,51.0,36.0
BAHook,406,46.0,41.0
BAHook,407,51.0,36.0
BAHook,408,56.0,31.0
BAHook,409,61.0,26.0
BAHook,411,56.0,31.0
BAHook,413,61.0,26.0
BAHook,415,66.0,21.0
BAHook,416,71.0,16.0
BAHook,417,76.0,11.0
BAHook,418,81.0,6.0
BAHook,421,76.0,11.0
BAHook,427,71.0,16.0
BAHook,428,76.0,11.0
BAHook,430,71.0,16.0
BAHook,432,76.0,11.0
BAHook,434,81.0,6.0
BAHook,436,76.0,11.0
BAHook,437,81.0,6.0
BAHook,441,76.0,11.0
BAHook,446,71.0,16.0
BAHook,449,66.0,21.0
BAHook,449,66.0,21.0
BAHook,450,71.0,16.0
BAHook,451,76.0,11.0
BAHook,452,81.0,6.0
BAHook,457,76.0,11.0
BAHook,457,76.0,11.0
BAHook,458,71.0,16.0
BAHook,459,66.0,21.0
BAHook,461,61.0,26.0
BAHook,466,66.0,21.0
BAHook,472,61.0,26.0
BAHook,476,56.0,31.0
BAHook,477,51.0,36.0
BAHook,481,46.0,41.0
BAHook,482,51.0,36.0
BAHook,483,56.0,31.0
BAHook,484,51.0,36.0
BAHook,487,56.0,31.0
BAHook,487,56.0,31.0
BAHook,487,56.0,31.0
BAHook,489,61.0,26.0
BAHook,490,56.0,31.0
BAHook,491,61.0,26.0
BAHook,491,61.0,26.0
BAHook,492,56.0,31.0
BAHook,492,56.0,31.0
BAHook,493,61.0,26.0
BAHook,494,56.0,31.0
BAHook,497,61.0,26.0
BAHook,499,66.0,21.0
BAHook,503,61.0,26.0
BAHook,504,66.0,21.0
BAHook,508,61.0,26.0
BAHook,508,61.0,26.0
BAHook,509,66.0,21.0
BAHook,509,66.0,21.0
BAHook,510,61.0,26.0
BAHook,512,56.0,31.0
BAHook,519,61.0,26.0
BAHook,521,66.0,21.0
BAHook,521,66.0,21.0
BAHook,522,71.0,16.0
BAHook,524,76.0,11.0
BAHook,525,81.0,6.0
BAHook,527,86.0,1.0
BAHook,529,81.0,6.0
BAHook,530,76.0,11.0
BAHook,532,71.0,16.0
BAHook,532,71.0,16.0
BAHook,534,66.0,21.0
BAHook,534,66.0,21.0
BAHook,535,71.0,16.0
BAHook,538,76.0,11.0
BAHook,538,76.0,11.0
BAHook,539,81.0,6.0
BAHook,539,81.0,6.0
BAHook,539,81.0,6.0
BAHook,540,86.0,1.0
BAHook,540,86.0,1.0
BAHook,542,81.0,6.0
BAHook,542,81.0,6.0
BAHook,542,81.0,6.0
BAHook,543,86.0,1.0
BAHook,544,81.0,6.0
BAHook,545,76.0,11.0
BAHook,547,71.0,16.0
BAHook,549,76.0,11.0
BAHook,551,81.0,6.0
BAHook,553,76.0,11.0
BAHook,555,81.0,6.0
BAHook,556,86.0,1.0
BAHook,559,91.0,1.0
BAHook,560,96.0,1.0
BAHook,561,91.0,6.0
BAHook,562,86.0,11.0
BAHook,563,91.0,6.0
BAHook,563,91.0,6.0
BAHook,564,86.0,11.0
BAHook,564,86.0,11.0
BAHook,567,91.0,6.0
BAHook,567,91.0,6.0
BAHook,567,91.0,6.0
BAHook,568,96.0,1.0
BAHook,569,91.0,6.0
BAHook,570,86.0,11.0
BAHook,571,91.0,6.0
BAHook,573,86.0,11.0
BAHook,575,91.0,6.0
BAHook,576,86.0,11.0
BAHook,577,81.0,16.0
BAHook,580,86.0,11.0
BAHook,581,81.0,16.0
BAHook,581,81.0,16.0
BAHook,583,86.0,11.0
BAHook,587,81.0,16.0
BAHook,590,86.0,11.0
BAHook,591,81.0,16.0
BAHook,596,76.0,21.0
BAHook,599,81.0,16.0
BAHook,600,76.0,21.0
BAHook,603,71.0,26.0
BAHook,607,66.0,31.0
BAHook,607,66.0,31.0
BAHook,611,61.0,36.0
BAHook,613,66.0,31.0
BAHook,615,71.0,26.0
BAHook,615,71.0,26.0
BAHook,617,66.0,31.0
BAHook,621,71.0,26.0
BAHook,623,76.0,21.0
BAHook,624,71.0,26.0
BAHook,628,76.0,21.0
BAHook,631,81.0,16.0
BAHook,634,76.0,21.0
BAHook,635,71.0,26.0
BAHook,635,71.0,26.0
BAHook,636,76.0,21.0
BAHook,649,81.0,16.0
BAHook,651,76.0,21.0
BAHook,655,81.0,16.0
BAHook,661,86.0,11.0
BAHook,662,91.0,6.0
BAHook,664,96.0,1.0
BAHook,664,96.0,1.0
BAHook,668,100.0,1.0
BAHook,673,95.0,6.0
BAHook,676,90.0,11.0
BAHook,677,85.0,16.0
BAHook,680,90.0,11.0
BAHook,682,85.0,16.0
BAHook,683,80.0,21.0
BAHook,686,75.0,26.0
BAHook,688,70.0,31.0
BAHook,690,75.0,26.0
BAHook,691,70.0,31.0
BAHook,692,65.0,36.0
BAHook,694,70.0,31.0
BAHook,695,65.0,36.0
BAHook,696,60.0,41.0
BAHook,698,55.0,46.0
BAHook,703,60.0,41.0
BAHook,709,55.0,46.0
BAHook,710,50.0,51.0
BAHook,711,55.0,46.0
BAHook,711,55.0,46.0
BAHook,716,60.0,41.0
BAHook,720,55.0,46.0
BAHook,722,50.0,51.0
BAHook,725,55.0,46.0
BAHook,727,60.0,41.0
BAHook,728,65.0,36.0
BAHook,735,70.0,31.0
BAHook,739,75.0,26.0
BAHook,741,70.0,31.0
BAHook,743,75.0,26.0
BAHook,744,70.0,31.0
BAHook,745,65.0,36.0
BAHook,746,60.0,41.0
BAHook,748,65.0,36.0
BAHook,748,65.0,36.0
BAHook,750,60.0,41.0
BAHook,752,65.0,36.0
BAHook,757,60.0,41.0
BAHook,757,60.0,41.0
BAHook,758,65.0,36.0
BAHook,759,70.0,31.0
BAHook,763,65.0,36.0
BAHook,767,70.0,31.0
BAHook,768,65.0,36.0
BAHook,769,70.0,31.0
BAHook,770,65.0,36.0
BAHook,771,70.0,31.0
BAHook,775,65.0,36.0
BAHook,781,70.0,31.0
BAHook,782,65.0,36.0
BAHook,791,60.0,41.0
BAHook,792,55.0,46.0
BAHook,794,60.0,41.0
BAHook,801,65.0,36.0
BAHook,803,70.0,31.0
BAHook,807,75.0,26.0
BAHook,808,80.0,21.0
BAHook,810,75.0,26.0
BAHook,811,70.0,31.0
BAHook,813,65.0,36.0
BAHook,816,70.0,31.0
BAHook,818,65.0,36.0
BAHook,820,70.0,31.0
BAHook,821,75.0,26.0
BAHook,822,80.0,21.0
BAHook,824,85.0,16.0
BAHook,827,90.0,11.0
BAHook,829,95.0,6.0
BAHook,830,100.0,1.0
BAHook,830,100.0,1.0
BAHook,832,100.0,1.0
BAHook,832,100.0,1.0
BAHook,833,100.0,1.0
BAHook,834,95.0,6.0
BAHook,837,100.0,1.0
BAHook,838,100.0,1.0
BAHook,839,100.0,1.0
BAHook,839,100.0,1.0
BAHook,841,95.0,6.0
BAHook,842,100.0,1.0
BAHook,846,95.0,6.0
BAHook,847,100.0,1.0
BAHook,849,100.0,1.0
BAHook,849,100.0,1.0
BAHook,850,100.0,1.0
BAHook,851,100.0,1.0
BAHook,851,100.0,1.0
BAHook,852,95.0,6.0
BAHook,852,95.0,6.0
BAHook,855,90.0,11.0
BAHook,858,95.0,6.0
BAHook,860,100.0,1.0
BAHook,861,100.0,1.0
BAHook,862,100.0,1.0
BAHook,863,100.0,1.0
BAHook,863,100.0,1.0
BAHook,864,100.0,1.0
BAHook,865,100.0,1.0
BAHook,867,95.0,6.0
BAHook,867,95.0,6.0
BAHook,869,100.0,1.0
BAHook,871,95.0,6.0
BAHook,872,90.0,11.0
BAHook,872,90.0,11.0
BAHook,873,95.0,6.0
BAHook,874,90.0,11.0
BAHook,875,95.0,6.0
BAHook,876,90.0,11.0
BAHook,877,85.0,16.0
BAHook,878,90.0,11.0
BAHook,879,95.0,6.0
BAHook,883,100.0,1.0
BAHook,884,100.0,1.0
BAHook,886,95.0,6.0
BAHook,887,90.0,11.0
BAHook,888,85.0,16.0
BAHook,889,80.0,21.0
BAHook,893,75.0,26.0
BAHook,894,80.0,21.0
BAHook,895,75.0,26.0
BAHook,895,75.0,26.0
BAHook,896,70.0,31.0
BAHook,897,75.0,26.0
BAHook,898,70.0,31.0
BAHook,899,75.0,26.0
BAHook,900,80.0,21.0
BAHook,900,80.0,21.0
BAHook,905,75.0,26.0
BAHook,906,70.0,31.0
BAHook,907,65.0,36.0
BAHook,908,60.0,41.0
BAHook,909,55.0,46.0
BAHook,910,60.0,41.0
BAHook,912,55.0,46.0
BAHook,913,60.0,41.0
BAHook,914,65.0,36.0
BAHook,914,65.0,36.0
BAHook,916,60.0,41.0
BAHook,918,55.0,46.0
BAHook,922,50.0,51.0
BAHook,923,55.0,46.0
BAHook,926,50.0,51.0
BAHook,932,55.0,46.0
BAHook,933,60.0,41.0
BAHook,935,55.0,46.0
BAHook,940,50.0,51.0
BAHook,940,50.0,51.0
BAHook,941,45.0,56.0
BAHook,942,50.0,51.0
BAHook,943,55.0,46.0
BAHook,945,60.0,41.0
BAHook,948,55.0,46.0
BAHook,949,50.0,51.0
BAHook,954,55.0,46.0
BAHook,955,60.0,41.0
BAHook,960,65.0,36.0
BAHook,960,65.0,36.0
BAHook,963,70.0,31.0
BAHook,965,75.0,26.0
BAHook,966,70.0,31.0
BAHook,967,75.0,26.0
BAHook,971,70.0,31.0
BAHook,972,65.0,36.0
BAHook,972,65.0,36.0
BAHook,975,60.0,41.0
BAHook,976,55.0,46.0
BAHook,977,50.0,51.0
BAHook,981,55.0,46.0
BAHook,981,55.0,46.0
BAHook,983,50.0,51.0
BAHook,984,55.0,46.0
BAHook,985,60.0,41.0
BAHook,985,60.0,41.0
BAHook,985,60.0,41.0
BAHook,986,65.0,36.0
BAHook,987,70.0,31.0
BAHook,987,70.0,31.0
BAHook,988,65.0,36.0
BAHook,989,60.0,41.0
BAHook,993,55.0,46.0
BAHook,994,50.0,51.0
BAHook,996,55.0,46.0
BAHook,998,50.0,51.0
BAHook,999,55.0,46.0
BAHook,1000,50.0,51.0
BAHook,1000,50.0,51.0
BAHook,1000,50.0,51.0
BAHook,1002,55.0,46.0
BAHook,1003,60.0,41.0
BAHook,1003,60.0,41.0
BAHook,1004,65.0,36.0
BAHook,1009,60.0,41.0
BAHook,1010,55.0,46.0
BAHook,1012,60.0,41.0
BAHook,1013,55.0,46.0
BAHook,1015,60.0,41.0
BAHook,1020,65.0,36.0
BAHook,1021,70.0,31.0
BAHook,1022,75.0,26.0
BAHook,1023,70.0,31.0
BAHook,1024,65.0,36.0
BAHook,1025,60.0,41.0
BAHook,1025,60.0,41.0
BAHook,1025,60.0,41.0
BAHook,1030,65.0,36.0
BAHook,1033,70.0,31.0
BAHook,1033,70.0,31.0
BAHook,1034,75.0,26.0
BAHook,1035,70.0,31.0
BAHook,1036,65.0,36.0
BAHook,1036,65.0,36.0
BAHook,1037,70.0,31.0
BAHook,1037,70.0,31.0
BAHook,1038,75.0,26.0
BAHook,1039,80.0,21.0
BAHook,1039,80.0,21.0
BAHook,1040,75.0,26.0
BAHook,1040,75.0,26.0
BAHook,1041,80.0,21.0
BAHook,1043,75.0,26.0
BAHook,1044,70.0,31.0
BAHook,1047,75.0,26.0
BAHook,1048,70.0,31.0
BAHook,1052,75.0,26.0
BAHook,1053,70.0,31.0
BAHook,1053,70.0,31.0
BAHook,1054,75.0,26.0
BAHook,1055,80.0,21.0
BAHook,1056,85.0,16.0
BAHook,1057,80.0,21.0
BAHook,1058,85.0,16.0
BAHook,1060,90.0,11.0
BAHook,1062,95.0,6.0
BAHook,1065,90.0,11.0
BAHook,1066,95.0,6.0
BAHook,1070,100.0,1.0
BAHook,1071,100.0,1.0
BAHook,1073,95.0,6.0
BAHook,1073,95.0,6.0
BAHook,1074,90.0,11.0
BAHook,1074,90.0,11.0
BAHook,1075,85.0,16.0
BAHook,1075,85.0,16.0
BAHook,1077,80.0,21.0
BAHook,1080,85.0,16.0
BAHook,1084,80.0,21.0
BAHook,1087,85.0,16.0
BAHook,1087,85.0,16.0
BAHook,1092,90.0,11.0
BAHook,1093,95.0,6.0
BAHook,1098,100.0,1.0
BAHook,1099,95.0,6.0
BAHook,1100,100.0,1.0
BAHook,1102,100.0,1.0
BAHook,1102,100.0,1.0
BAHook,1104,95.0,6.0
BAHook,1105,100.0,1.0
BAHook,1106,100.0,1.0
BAHook,1109,95.0,6.0
BAHook,1109,95.0,6.0
BAHook,1111,90.0,11.0
BAHook,1112,85.0,16.0
BAHook,1114,90.0,11.0
BAHook,1115,85.0,16.0
BAHook,1116,90.0,11.0
BAHook,1117,85.0,16.0
BAHook,1118,90.0,11.0
BAHook,1119,95.0,6.0
BAHook,1121,90.0,11.0
BAHook,1122,85.0,16.0
BAHook,1123,90.0,11.0
BAHook,1124,85.0,16.0
BAHook,1124,85.0,16.0
BAHook,1125,80.0,21.0
BAHook,1127,75.0,26.0
BAHook,1129,70.0,31.0
BAHook,1130,65.0,36.0
BAHook,1131,60.0,41.0
BAHook,1133,65.0,36.0
BAHook,1134,60.0,41.0
BAHook,1140,65.0,36.0
BAHook,1140,65.0,36.0
BAHook,1140,65.0,36.0
BAHook,1141,70.0,31.0
BAHook,1147,65.0,36.0
BAHook,1148,60.0,41.0
BAHook,1148,60.0,41.0
BAHook,1149,55.0,46.0
BAHook,1150,50.0,51.0
BAHook,1155,45.0,56.0
BAHook,1158,50.0,51.0
BAHook,1163,55.0,46.0
BAHook,1165,60.0,41.0
BAHook,1166,65.0,36.0
BAHook,1167,60.0,41.0
BAHook,1172,65.0,36.0
BAHook,1172,65.0,36.0
BAHook,1174,70.0,31.0
BAHook,1175,75.0,26.0
BAHook,1176,80.0,21.0
BAHook,1176,80.0,21.0
BAHook,1177,85.0,16.0
BAHook,1179,80.0,21.0
BAHook,1180,85.0,16.0
BAHook,1182,90.0,11.0
BAHook,1185,85.0,16.0
BAHook,1186,90.0,11.0
BAHook,1186,90.0,11.0
BAHook,1188,85.0,16.0
BAHook,1189,90.0,11.0
BAHook,1192,85.0,16.0
BAHook,1193,80.0,21.0
BAHook,1197,75.0,26.0
BAHook,1198,70.0,31.0
BAHook,1201,65.0,36.0
BAHook,1210,70.0,31.0
BAHook,1213,65.0,36.0
BAHook,1215,60.0,41.0
BAHook,1216,65.0,36.0
BAHook,1217,60.0,41.0
BAHook,1218,65.0,36.0
BAHook,1222,60.0,41.0
BAHook,1224,65.0,36.0
BAHook,1224,65.0,36.0
BAHook,1225,70.0,31.0
BAHook,1226,75.0,26.0
BAHook,1227,80.0,21.0
BAHook,1227,80.0,21.0
BAHook,1228,85.0,16.0
BAHook,1229,80.0,21.0
BAHook,1230,85.0,16.0
BAHook,1230,85.0,16.0
BAHook,1231,80.0,21.0
BAHook,1235,85.0,16.0
BAHook,1237,90.0,11.0
BAHook,1237,90.0,11.0
BAHook,1239,95.0,6.0
BAHook,1239,95.0,6.0
BAHook,1240,100.0,1.0
BAHook,1240,100.0,1.0
BAHook,1241,95.0,6.0
BAHook,1242,100.0,1.0
BAHook,1242,100.0,1.0
BAHook,1243,100.0,1.0
BAHook,1244,100.0,1.0
BAHook,1246,95.0,6.0
BAHook,1246,95.0,6.0
BAHook,1247,100.0,1.0
BAHook,1248,100.0,1.0
BAHook,1254,100.0,1.0
BAHook,1254,100.0,1.0
BAHook,1257,95.0,6.0
BAHook,1258,100.0,1.0
BAHook,1258,100.0,1.0
BAHook,1259,95.0,6.0
BAHook,1260,90.0,11.0
BAHook,1262,85.0,16.0
BAHook,1263,90.0,11.0
BAHook,1265,85.0,16.0
BAHook,1266,90.0,11.0
BAHook,1269,85.0,16.0
BAHook,1269,85.0,16.0
BAHook,1275,90.0,11.0
BAHook,1276,95.0,6.0
BAHook,1277,90.0,11.0
BAHook,1277,90.0,11.0
BAHook,1280,95.0,6.0
BAHook,1282,100.0,1.0
BAHook,1282,100.0,1.0
BAHook,1283,95.0,6.0
BAHook,1283,95.0,6.0
BAHook,1285,90.0,11.0
BAHook,1288,95.0,6.0
BAHook,1290,100.0,1.0
BAHook,1290,100.0,1.0
BAHook,1292,100.0,1.0
BAHook,1292,100.0,1.0
BAHook,1293,95.0,6.0
BAHook,1294,90.0,11.0
BAHook,1294,90.0,11.0
BAHook,1295,95.0,6.0
BAHook,1296,100.0,1.0
BAHook,1297,100.0,1.0
BAHook,1297,100.0,1.0
BAHook,1298,100.0,1.0
BAHook,1299,95.0,6.0
BAHook,1301,100.0,1.0
BAHook,1301,100.0,1.0
BAHook,1303,100.0,1.0
BAHook,1303,100.0,1.0
BAHook,1304,100.0,1.0
BAHook,1304,100.0,1.0
BAHook,1305,95.0,6.0
BAHook,1307,100.0,1.0
BAHook,1308,95.0,6.0
BAHook,1308,95.0,6.0
BAHook,1309,90.0,11.0
BAHook,1309,90.0,11.0
BAHook,1309,90.0,11.0
BAHook,1310,95.0,6.0
BAHook,1311,90.0,11.0
BAHook,1311,90.0,11.0
BAHook,1312,85.0,16.0
BAHook,1313,80.0,21.0
BAHook,1314,75.0,26.0
BAHook,1314,75.0,26.0
BAHook,1315,80.0,21.0
BAHook,1315,80.0,21.0
BAHook,1316,85.0,16.0
BAHook,1316,85.0,16.0
BAHook,1317,90.0,11.0
BAHook,1321,85.0,16.0
BAHook,1322,80.0,21.0
BAHook,1322,80.0,21.0
BAHook,1323,85.0,16.0
BAHook,1323,85.0,16.0
BAHook,1325,90.0,11.0
BAHook,1326,95.0,6.0
BAHook,1326,95.0,6.0
BAHook,1327,100.0,1.0
BAHook,1327,100.0,1.0
BAHook,1328,100.0,1.0
BAHook,1328,100.0,1.0
BAHook,1330,100.0,1.0
BAHook,1331,95.0,6.0
BAHook,1332,100.0,1.0
BAHook,1335,100.0,1.0
BAHook,1335,100.0,1.0
BAHook,1336,100.0,1.0
BAHook,1339,100.0,1.0
BAHook,1339,100.0,1.0
BAHook,1341,95.0,6.0
BAHook,1342,100.0,1.0
BAHook,1347,95.0,6.0
BAHook,1347,95.0,6.0
BAHook,1348,90.0,11.0
BAHook,1348,90.0,11.0
BAHook,1349,85.0,16.0
BAHook,1349,85.0,16.0
BAHook,1351,90.0,11.0
BAHook,1352,85.0,16.0
BAHook,1353,90.0,11.0
BAHook,1354,95.0,6.0
BAHook,1354,95.0,6.0
BAHook,1356,100.0,1.0
BAHook,1357,95.0,6.0
BAHook,1359,90.0,11.0
BAHook,1360,95.0,6.0
BAHook,1360,95.0,6.0
BAHook,1361,90.0,11.0
BAHook,1361,90.0,11.0
BAHook,1362,95.0,6.0
BAHook,1363,100.0,1.0
BAHook,1363,100.0,1.0
BAHook,1364,95.0,6.0
BAHook,1366,90.0,11.0
BAHook,1367,85.0,16.0
BAHook,1369,80.0,21.0
BAHook,1369,80.0,21.0
BAHook,1370,75.0,26.0
BAHook,1371,80.0,21.0
BAHook,1372,85.0,16.0
BAHook,1372,85.0,16.0
BAHook,1373,80.0,21.0
BAHook,1373,80.0,21.0
BAHook,1374,75.0,26.0
BAHook,1375,80.0,21.0
BAHook,1378,85.0,16.0
BAHook,1380,90.0,11.0
BAHook,1380,90.0,11.0
BAHook,1381,95.0,6.0
BAHook,1385,90.0,11.0
BAHook,1385,90.0,11.0
BAHook,1386,95.0,6.0
BAHook,1386,95.0,6.0
BAHook,1387,90.0,11.0
BAHook,1387,90.0,11.0
BAHook,1388,85.0,16.0
BAHook,1389,90.0,11.0
BAHook,1390,95.0,6.0
BAHook,1392,100.0,1.0
BAHook,1393,95.0,6.0
BAHook,1396,90.0,11.0
BAHook,1396,90.0,11.0
BAHook,1397,85.0,16.0
BAHook,1397,85.0,16.0
BAHook,1400,80.0,21.0
BAHook,1406,85.0,16.0
BAHook,1408,90.0,11.0
BAHook,1410,95.0,6.0
BAHook,1410,95.0,6.0
BAHook,1412,90.0,11.0
BAHook,1413,95.0,6.0
BAHook,1413,95.0,6.0
BAHook,1416,90.0,11.0
BAHook,1419,85.0,16.0
BAHook,1420,80.0,21.0
BAHook,1421,85.0,16.0
BAHook,1423,90.0,11.0
BAHook,1424,95.0,6.0
BAHook,1426,100.0,1.0
BAHook,1428,100.0,1.0
BAHook,1431,100.0,1.0
BAHook,1432,100.0,1.0
BAHook,1432,100.0,1.0
BAHook,1433,100.0,1.0
BAHook,1435,95.0,6.0
BAHook,1435,95.0,6.0
BAHook,1437,100.0,1.0
BAHook,1438,100.0,1.0
DAHook,60,29.0,31.0
DAHook,62,30.0,30.0
DAHook,63,29.0,31.0
DAHook,65,28.0,32.0
DAHook,65,27.0,33.0
DAHook,66,26.0,34.0
DAHook,67,27.0,33.0
DAHook,67,26.0,34.0
DAHook,70,25.0,35.0
DAHook,71,26.0,34.0
DAHook,71,25.0,35.0
DAHook,72,24.0,36.0
DAHook,72,25.0,35.0
DAHook,74,26.0,34.0
DAHook,74,25.0,35.0
DAHook,75,24.0,36.0
DAHook,79,25.0,35.0
DAHook,79,24.0,36.0
DAHook,79,23.0,37.0
DAHook,80,22.0,38.0
DAHook,82,21.0,39.0
DAHook,83,20.0,40.0
DAHook,86,21.0,39.0
DAHook,87,20.0,40.0
DAHook,88,21.0,39.0
DAHook,89,22.0,38.0
DAHook,90,21.0,39.0
DAHook,90,20.0,40.0
DAHook,91,19.0,41.0
DAHook,91,18.0,42.0
DAHook,92,17.0,43.0
DAHook,93,18.0,42.0
DAHook,93,17.0,43.0
DAHook,94,16.0,44.0
DAHook,95,17.0,43.0
DAHook,95,16.0,44.0
DAHook,96,15.0,45.0
DAHook,97,14.0,46.0
DAHook,98,13.0,47.0
DAHook,100,14.0,46.0
DAHook,101,15.0,45.0
DAHook,102,14.0,46.0
DAHook,104,15.0,45.0
DAHook,106,16.0,44.0
DAHook,107,17.0,43.0
DAHook,110,18.0,42.0
DAHook,111,19.0,41.0
DAHook,112,18.0,42.0
DAHook,113,17.0,43.0
DAHook,113,18.0,42.0
DAHook,114,19.0,41.0
DAHook,116,20.0,40.0
DAHook,118,21.0,39.0
DAHook,119,22.0,38.0
DAHook,119,21.0,39.0
DAHook,123,20.0,40.0
DAHook,128,19.0,41.0
DAHook,129,18.0,42.0
DAHook,130,19.0,41.0
DAHook,130,18.0,42.0
DAHook,135,17.0,43.0
DAHook,136,18.0,42.0
DAHook,137,17.0,43.0
DAHook,138,18.0,42.0
DAHook,139,17.0,43.0
DAHook,142,16.0,44.0
DAHook,143,17.0,43.0
DAHook,144,18.0,42.0
DAHook,147,19.0,41.0
DAHook,147,18.0,42.0
DAHook,150,17.0,43.0
DAHook,151,18.0,42.0
DAHook,152,19.0,41.0
