trade_index,candle,price_indexed,fee_bps,fee_ab_bps,fee_ba_bps
513,1277,1.1270094784385816,20.01,10.0,10.0
514,1278,1.1317025039755189,30.69,15.34,15.34
515,1279,1.1327197217057239,19.82,9.9,9.9
516,1293,1.1243163066474977,27.38,13.72,13.72
517,1296,1.1229111463389518,20.0,10.02,10.02
518,1303,1.121114711917107,18.04,9.03,9.03
519,1307,1.1191051454800387,18.03,9.03,9.03
520,1309,1.1162196725679863,21.97,11.0,11.0
521,1312,1.122896113256699,18.78,9.38,9.38
522,1314,1.1161862124583273,20.61,10.32,10.32
523,1325,1.1251056270631,29.39,14.69,14.69
524,1326,1.1258222202341164,17.86,8.92,8.92
525,1327,1.1315508743902565,34.19,17.09,17.09
526,1328,1.1343161316078578,29.24,14.61,14.61
527,1332,1.1358044323799565,21.15,10.57,10.57
528,1333,1.1394532465716036,26.55,13.27,13.27
529,1334,1.1432329282078348,29.76,14.87,14.87
530,1338,1.145774603017281,25.93,12.96,12.96
531,1339,1.1478780614175217,22.1,11.04,11.04
532,1341,1.151339866540404,26.05,13.02,13.02
533,1344,1.1526931606979238,18.87,9.43,9.43
534,1348,1.145709698458588,20.98,10.51,10.51
535,1358,1.1434998902678173,20.19,10.11,10.11
536,1359,1.1416732579840356,18.13,9.08,9.08
537,1366,1.1483241655858403,19.93,9.96,9.96
538,1367,1.1415019415313405,19.85,9.94,9.94
539,1368,1.1360338093529736,34.05,17.08,17.08
540,1369,1.1342074630608079,25.16,12.61,12.61
541,1380,1.1325601333379285,19.9,9.96,9.96
542,1381,1.1411766916021289,27.85,13.92,13.92
543,1385,1.1334884731340042,19.89,9.96,9.96
544,1390,1.1310231163900706,20.88,10.46,10.46
545,1391,1.1272902734907093,27.05,13.56,13.56
546,1395,1.1238149188652748,29.06,14.57,14.57
547,1396,1.1224970003318784,20.45,10.24,10.24
548,1402,1.130472892696987,25.1,12.54,12.54
549,1411,1.1234655310458699,18.55,9.29,9.29
550,1421,1.1308146797604228,23.26,11.62,11.62
551,1422,1.1334379749347137,23.17,11.58,11.58
552,1431,1.1352484116223915,19.54,9.76,9.76
553,1432,1.1387968685162413,25.31,12.65,12.65
554,1433,1.1433109934992747,32.34,16.16,16.16
